Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time per Day (hrs),Material Name,Material Level,IQ of Student
Zayan Kalla,17,Other,India,West Bengal,Asansol,Business Owner,Middle,8,1,Computer Science,79,0.6,Interactive Quiz,1,111
Tanay Din,17,Male,India,West Bengal,Asansol,Farmer,Middle,7,4,Science,40,1.6,Video Lesson,3,101
Vedant Ramakrishnan,12,Other,India,Karnataka,Mysore,Doctor,Middle,3,3,Science,78,1.7,Video Lesson,2,140
Gagan Desai,17,Other,India,Tamil Nadu,Chennai,Government Employee,High,9,5,Science,86,4.0,Video Lesson,2,109
Nimrat Sha,12,Male,India,Karnataka,Hubli,Teacher,Low,10,5,English,51,4.5,Video Lesson,2,113
Yashica Kannan,15,Male,India,Karnataka,Mysore,Business Owner,High,10,1,Science,89,3.0,Textbook,1,125
Warjas Kunda,18,Male,India,Uttar Pradesh,Varanasi,Teacher,High,12,1,Mathematics,41,3.5,Textbook,1,97
Osha Saran,16,Female,India,Rajasthan,Jaipur,Government Employee,Middle,9,2,Mathematics,44,2.0,Textbook,3,94
Upma Dass,17,Female,India,West Bengal,Asansol,Teacher,Middle,3,5,Science,7,4.6,Interactive Quiz,1,136
Mahika Bawa,15,Male,India,Karnataka,Bangalore,Government Employee,High,5,5,Science,32,1.3,Textbook,3,86
Kavya Misra,11,Female,India,Uttar Pradesh,Varanasi,Engineer,High,9,3,Mathematics,0,1.6,Textbook,1,127
Meera Saha,12,Other,India,Maharashtra,Mumbai,Engineer,Low,6,3,History,0,3.8,E-Book,3,133
Eesha Chander,12,Male,India,Tamil Nadu,Chennai,Doctor,High,4,4,Mathematics,48,4.7,Video Lesson,2,102
Ayushman Sant,11,Female,India,Uttar Pradesh,Kanpur,Business Owner,Middle,10,3,History,54,3.4,E-Book,1,120
Vasudha Dutt,17,Female,India,Maharashtra,Mumbai,Doctor,Low,2,4,History,10,4.2,E-Book,1,88
Yashawini Krishnan,15,Male,India,Tamil Nadu,Chennai,Engineer,High,11,4,History,7,3.8,E-Book,2,105
Bahadurjit Sibal,17,Female,India,West Bengal,Siliguri,Business Owner,Low,8,1,Science,69,1.1,Interactive Quiz,2,131
Ekbal Chowdhury,18,Male,India,Tamil Nadu,Coimbatore,Engineer,Low,5,1,English,80,4.2,E-Book,1,112
Tanvi Dubey,15,Female,India,Karnataka,Hubli,Business Owner,High,1,3,Mathematics,43,0.5,Video Lesson,3,125
Kai Parsa,10,Male,India,Tamil Nadu,Coimbatore,Doctor,High,10,2,History,95,4.8,Textbook,3,128
Krisha Ravel,17,Female,India,Maharashtra,Mumbai,Engineer,Low,1,1,Mathematics,93,4.4,E-Book,2,133
Indira Keer,16,Female,India,Gujarat,Ahmedabad,Farmer,Middle,12,3,Mathematics,13,3.3,E-Book,3,118
Devika Kara,13,Female,India,Karnataka,Hubli,Engineer,Low,2,2,Computer Science,87,4.2,Interactive Quiz,1,110
Girish Bava,11,Other,India,Rajasthan,Udaipur,Doctor,High,11,5,History,26,4.2,E-Book,1,122
Shivani Boase,12,Other,India,Tamil Nadu,Coimbatore,Teacher,Middle,12,1,English,99,4.9,Video Lesson,1,97
Anmol Balan,15,Male,India,Maharashtra,Pune,Business Owner,Middle,4,4,History,63,1.4,E-Book,2,109
Girik Sawhney,15,Female,India,Rajasthan,Jodhpur,Farmer,Low,5,5,History,14,4.6,E-Book,1,131
Chaitanya Dube,14,Female,India,Karnataka,Bangalore,Farmer,Middle,4,2,Computer Science,31,2.3,Textbook,1,90
Faqid Narayanan,12,Female,India,Tamil Nadu,Chennai,Government Employee,Low,2,3,History,28,1.3,E-Book,3,137
Hritik Badal,16,Other,India,West Bengal,Asansol,Business Owner,Low,7,5,Science,69,3.3,E-Book,1,109
Lohit Rastogi,12,Female,India,Tamil Nadu,Chennai,Farmer,High,4,4,Science,32,1.6,Video Lesson,2,117
Rohan Mammen,18,Other,India,Tamil Nadu,Coimbatore,Business Owner,Low,12,5,English,43,1.9,Interactive Quiz,2,109
Reva Chad,15,Other,India,Gujarat,Surat,Farmer,High,11,2,Computer Science,53,4.0,Video Lesson,1,133
Anita Verma,14,Female,India,West Bengal,Asansol,Teacher,High,11,5,Mathematics,56,4.9,E-Book,1,125
Lucky Brar,12,Other,India,Rajasthan,Jaipur,Engineer,Low,8,1,History,38,4.5,Interactive Quiz,2,116
Balhaar Raval,12,Female,India,Karnataka,Mysore,Doctor,Low,4,3,English,11,3.0,Video Lesson,3,89
Omaja Subramanian,15,Male,India,Maharashtra,Mumbai,Business Owner,High,8,2,Science,69,3.2,E-Book,2,107
Raghav Bansal,15,Female,India,Rajasthan,Udaipur,Software Developer,Low,10,4,English,26,2.9,Textbook,1,136
Rajata Sodhi,17,Other,India,Gujarat,Ahmedabad,Government Employee,High,3,3,English,18,3.6,Video Lesson,1,80
Brijesh Bhakta,14,Female,India,Tamil Nadu,Chennai,Engineer,Middle,9,2,Science,96,2.7,E-Book,1,117
Chatresh Sanghvi,12,Male,India,Uttar Pradesh,Varanasi,Business Owner,Low,10,3,Computer Science,74,3.9,E-Book,2,122
Bishakha Pingle,16,Male,India,Uttar Pradesh,Kanpur,Business Owner,Middle,12,1,Science,79,4.4,E-Book,1,84
Dayita Muni,11,Female,India,Karnataka,Hubli,Software Developer,Low,3,2,History,5,3.4,Textbook,2,101
Vamakshi Sampath,18,Other,India,Tamil Nadu,Madurai,Doctor,Middle,10,3,Science,83,4.1,Interactive Quiz,2,114
Falguni Kannan,15,Female,India,West Bengal,Siliguri,Engineer,Low,6,5,Mathematics,8,1.3,Textbook,2,85
Quincy Sundaram,11,Female,India,Tamil Nadu,Madurai,Engineer,Middle,4,4,English,55,3.9,E-Book,2,88
Bhavna Bassi,14,Other,India,West Bengal,Kolkata,Farmer,Middle,5,4,Science,20,4.0,Textbook,1,117
Turvi Sahni,11,Other,India,Karnataka,Bangalore,Engineer,Middle,3,4,History,89,4.1,Interactive Quiz,1,80
Harini Thaker,16,Other,India,Tamil Nadu,Coimbatore,Farmer,Low,5,2,English,94,4.9,Video Lesson,1,82
Ikshita Loyal,18,Female,India,Rajasthan,Jodhpur,Teacher,High,12,3,History,24,3.0,Textbook,3,140
Lajita Garg,11,Male,India,Tamil Nadu,Coimbatore,Doctor,High,10,3,History,93,2.5,Video Lesson,3,133
Ayush Bhat,15,Other,India,West Bengal,Kolkata,Engineer,High,4,1,English,67,1.4,E-Book,3,81
Yutika Kadakia,18,Female,India,Karnataka,Bangalore,Software Developer,Middle,10,1,Computer Science,8,0.9,E-Book,3,88
Daniel Bansal,11,Other,India,Rajasthan,Udaipur,Engineer,Middle,6,3,English,88,4.4,Video Lesson,1,123
Lekha Rau,14,Male,India,Tamil Nadu,Madurai,Farmer,High,6,1,History,87,2.2,Video Lesson,1,137
Abeer Barman,12,Female,India,Rajasthan,Udaipur,Engineer,High,6,2,History,67,4.3,Interactive Quiz,3,101
Xalak Natt,12,Female,India,Uttar Pradesh,Lucknow,Government Employee,High,8,3,Computer Science,27,4.3,Interactive Quiz,2,100
Faqid Pillai,15,Female,India,Gujarat,Vadodara,Engineer,High,11,3,Computer Science,10,1.6,Video Lesson,2,109
Rishi Arya,13,Female,India,Uttar Pradesh,Varanasi,Business Owner,Low,2,4,English,67,3.1,E-Book,1,99
Daniel Varty,16,Other,India,Rajasthan,Udaipur,Software Developer,Middle,6,4,Computer Science,80,4.6,E-Book,3,102
Devansh Mangal,13,Other,India,Uttar Pradesh,Varanasi,Business Owner,High,6,2,English,35,1.5,E-Book,3,92
Quincy Chahal,14,Other,India,Gujarat,Vadodara,Doctor,Middle,5,3,Computer Science,76,4.8,Textbook,2,84
Darsh Nadkarni,18,Other,India,Rajasthan,Jodhpur,Doctor,Middle,7,4,Mathematics,26,2.1,Interactive Quiz,1,110
Onkar Parikh,11,Male,India,Uttar Pradesh,Kanpur,Doctor,Middle,6,5,Science,78,1.4,Textbook,1,88
Ekta Chander,12,Female,India,Uttar Pradesh,Kanpur,Farmer,Middle,2,3,Computer Science,94,3.9,Textbook,2,122
Thomas Sami,10,Other,India,Gujarat,Surat,Teacher,Low,1,1,Science,85,3.8,Textbook,3,110
Bachittar Vaidya,17,Female,India,West Bengal,Kolkata,Software Developer,High,12,3,Science,93,1.3,Textbook,2,100
Ayushman Sehgal,18,Other,India,Karnataka,Bangalore,Software Developer,Low,6,5,History,79,0.7,Video Lesson,3,121
Gaurangi Sachdev,10,Male,India,Maharashtra,Mumbai,Engineer,Low,6,3,Mathematics,59,4.0,E-Book,2,114
Jeevika Chadha,18,Female,India,West Bengal,Asansol,Software Developer,Low,12,2,History,2,2.3,Video Lesson,1,128
Faraj Chhabra,18,Male,India,Karnataka,Bangalore,Business Owner,Low,7,2,History,78,1.9,Textbook,3,108
Samar Raval,14,Male,India,Maharashtra,Nagpur,Doctor,Low,1,4,English,56,2.6,Video Lesson,3,84
Meghana Bail,18,Other,India,Karnataka,Bangalore,Farmer,High,2,2,Mathematics,65,1.0,Video Lesson,3,81
Theodore Puri,13,Female,India,Uttar Pradesh,Lucknow,Software Developer,Middle,4,4,Computer Science,30,1.7,Video Lesson,2,124
Amol Mital,15,Female,India,Uttar Pradesh,Varanasi,Government Employee,Middle,5,3,Computer Science,85,0.5,E-Book,3,86
Falguni Loke,14,Female,India,Maharashtra,Mumbai,Business Owner,Middle,11,2,English,39,2.2,E-Book,2,89
Siddharth Gala,14,Male,India,Rajasthan,Jodhpur,Farmer,Middle,10,3,English,82,3.3,E-Book,2,95
Yashodhara Goyal,12,Other,India,Tamil Nadu,Coimbatore,Teacher,High,6,2,Computer Science,5,2.3,Video Lesson,2,87
Atharv Edwin,12,Male,India,Maharashtra,Pune,Government Employee,Low,8,4,Science,90,1.9,Textbook,2,110
Kamya Bhatnagar,13,Female,India,Karnataka,Hubli,Teacher,Low,11,2,History,56,3.3,Textbook,1,123
Henry Kashyap,10,Male,India,Karnataka,Bangalore,Business Owner,Low,1,5,History,94,2.3,Textbook,2,81
Rachita Baral,11,Female,India,West Bengal,Asansol,Teacher,Middle,2,2,History,45,3.7,Interactive Quiz,3,100
Wriddhish Bora,11,Female,India,Gujarat,Ahmedabad,Doctor,High,4,3,Mathematics,83,2.6,Video Lesson,3,131
Bahadurjit Mitra,17,Other,India,West Bengal,Kolkata,Engineer,Low,8,5,Science,16,1.0,Video Lesson,3,112
Aryan Cherian,12,Female,India,Gujarat,Surat,Government Employee,Low,2,3,History,16,2.3,Video Lesson,2,98
Krisha Issac,11,Female,India,Rajasthan,Jaipur,Doctor,High,2,4,Science,50,4.6,Interactive Quiz,3,84
Chaaya Bajwa,13,Female,India,Karnataka,Bangalore,Doctor,Low,2,3,Computer Science,78,3.1,Video Lesson,1,139
Ekanta Baral,16,Male,India,Uttar Pradesh,Lucknow,Government Employee,Low,11,2,English,96,2.8,Interactive Quiz,1,96
Patrick Chaudhary,18,Male,India,Rajasthan,Jaipur,Doctor,High,11,3,Computer Science,19,2.5,Video Lesson,1,129
Chasmum Thakur,11,Other,India,Rajasthan,Jodhpur,Farmer,Middle,12,3,Mathematics,52,2.3,Video Lesson,2,121
Vyanjana Seth,10,Male,India,Rajasthan,Jaipur,Software Developer,Low,9,3,Computer Science,72,2.7,Textbook,2,87
Ikbal Patil,11,Male,India,West Bengal,Siliguri,Farmer,High,8,4,English,78,3.7,Video Lesson,3,103
Aadhya Baral,16,Female,India,Rajasthan,Jodhpur,Software Developer,Middle,8,2,English,4,3.7,Interactive Quiz,3,89
Isaiah Nadkarni,15,Other,India,Rajasthan,Jaipur,Farmer,Middle,8,3,History,37,1.1,E-Book,3,109
Farhan Kibe,10,Other,India,Karnataka,Hubli,Doctor,Low,9,1,English,48,4.5,Textbook,1,85
Janya Upadhyay,13,Male,India,Gujarat,Ahmedabad,Farmer,High,1,5,English,28,3.9,Interactive Quiz,3,133
Zaid Mittal,17,Male,India,Uttar Pradesh,Varanasi,Doctor,Middle,8,1,Science,94,1.2,Video Lesson,3,118
Geetika Deshmukh,10,Female,India,Rajasthan,Jaipur,Software Developer,Middle,10,2,Mathematics,79,0.5,Textbook,1,107
Nirja Singh,14,Other,India,Karnataka,Hubli,Teacher,High,3,3,Science,40,1.9,Video Lesson,2,115
Abhiram Rajagopal,18,Male,India,West Bengal,Siliguri,Farmer,High,11,1,History,87,2.3,E-Book,3,101
Nilima Loke,12,Male,India,Tamil Nadu,Madurai,Teacher,High,5,2,Science,82,1.5,E-Book,2,80
Gaurika Dass,12,Other,India,Karnataka,Mysore,Engineer,High,3,2,Mathematics,26,3.3,Textbook,3,81
Udarsh Pingle,18,Female,India,Gujarat,Surat,Farmer,High,5,1,Science,50,5.0,Interactive Quiz,1,87
Karan Mody,11,Female,India,Karnataka,Bangalore,Government Employee,Middle,1,2,English,48,4.9,Interactive Quiz,3,121
Sachi Ghose,13,Other,India,West Bengal,Siliguri,Teacher,High,7,3,History,96,1.9,Interactive Quiz,2,111
Zayyan Gour,14,Male,India,Rajasthan,Udaipur,Doctor,Low,9,4,Mathematics,79,2.0,Textbook,1,131
Harinakshi Mander,15,Male,India,West Bengal,Kolkata,Business Owner,High,8,2,History,74,1.2,Video Lesson,2,93
Tanish Chhabra,10,Other,India,Tamil Nadu,Chennai,Software Developer,Low,1,2,Computer Science,7,4.8,Interactive Quiz,3,137
Abha Ramachandran,14,Female,India,Tamil Nadu,Coimbatore,Software Developer,Middle,7,1,Mathematics,4,2.5,E-Book,1,112
Wridesh Karpe,10,Male,India,Maharashtra,Mumbai,Teacher,Low,12,2,Computer Science,70,2.9,Textbook,3,81
Frederick Hans,13,Other,India,Uttar Pradesh,Varanasi,Engineer,High,6,4,Mathematics,49,4.2,Interactive Quiz,1,80
Ria Shere,12,Female,India,Gujarat,Ahmedabad,Doctor,Low,9,3,Computer Science,18,1.4,Textbook,1,116
Ojasvi Oak,17,Female,India,West Bengal,Kolkata,Engineer,Middle,5,2,English,32,1.8,Textbook,1,125
Ganga Thaman,13,Other,India,Karnataka,Bangalore,Teacher,High,1,3,Computer Science,93,2.3,Video Lesson,3,127
Pooja Srinivas,14,Female,India,Karnataka,Mysore,Doctor,Middle,7,4,Mathematics,12,2.5,Video Lesson,3,115
Pratyush Das,14,Other,India,West Bengal,Siliguri,Business Owner,Middle,6,3,Science,26,3.0,Interactive Quiz,2,119
Kevin Deo,16,Male,India,West Bengal,Kolkata,Farmer,Middle,10,2,Science,27,2.2,Video Lesson,1,89
Mugdha Mallick,18,Male,India,Gujarat,Ahmedabad,Farmer,Low,11,5,Computer Science,97,4.4,Video Lesson,2,104
Udyati Wadhwa,10,Male,India,Uttar Pradesh,Kanpur,Doctor,High,1,5,Mathematics,68,1.8,Textbook,2,122
Nitesh Gole,18,Male,India,Gujarat,Ahmedabad,Software Developer,High,5,3,Computer Science,99,3.8,E-Book,3,124
Girik Nigam,16,Female,India,Tamil Nadu,Madurai,Government Employee,Low,1,5,English,88,0.7,Interactive Quiz,3,83
Benjamin Bath,18,Male,India,Karnataka,Hubli,Engineer,High,11,3,English,87,0.7,E-Book,2,133
Vinaya Muni,16,Other,India,Tamil Nadu,Coimbatore,Doctor,Low,1,4,Computer Science,78,1.0,Interactive Quiz,3,102
Elijah Khanna,15,Female,India,West Bengal,Asansol,Teacher,High,10,1,English,9,2.1,Textbook,3,99
Hardik Cherian,13,Other,India,Maharashtra,Pune,Teacher,Middle,7,4,Science,24,4.2,E-Book,3,84
Urishilla Singhal,18,Female,India,Uttar Pradesh,Varanasi,Teacher,Middle,6,4,Mathematics,26,4.2,E-Book,2,115
Michael Kapoor,10,Female,India,Gujarat,Vadodara,Teacher,Middle,9,3,Science,68,3.6,Interactive Quiz,3,99
Diya Sibal,10,Other,India,Maharashtra,Pune,Farmer,Low,2,1,English,5,2.7,E-Book,2,115
Yachana Mand,18,Female,India,Tamil Nadu,Coimbatore,Business Owner,Middle,1,5,History,16,1.0,Textbook,3,118
Darsh Ramesh,16,Male,India,Rajasthan,Jaipur,Farmer,High,4,4,History,36,0.9,Video Lesson,2,97
Barkha Bora,11,Male,India,Gujarat,Vadodara,Government Employee,Low,5,3,Science,37,2.9,E-Book,2,87
Chaman Butala,16,Other,India,Rajasthan,Jodhpur,Government Employee,Middle,8,5,Science,91,2.4,Video Lesson,2,81
Meghana Majumdar,15,Other,India,Gujarat,Surat,Doctor,Middle,4,1,Mathematics,56,0.9,Interactive Quiz,2,114
Gagan Vora,11,Male,India,Tamil Nadu,Madurai,Government Employee,Low,1,1,Mathematics,29,3.1,Textbook,1,121
Siya Ghose,17,Female,India,Rajasthan,Jodhpur,Farmer,Low,2,2,Computer Science,6,4.9,Interactive Quiz,2,97
Om Yohannan,11,Male,India,Rajasthan,Udaipur,Doctor,High,1,2,Computer Science,38,2.0,Textbook,2,95
Abhimanyu Singhal,16,Other,India,Tamil Nadu,Madurai,Farmer,Low,9,4,English,27,1.8,Video Lesson,2,130
Faras Muni,11,Other,India,Uttar Pradesh,Varanasi,Engineer,Low,6,3,Science,75,1.3,Textbook,1,82
Ria Naik,13,Other,India,Gujarat,Vadodara,Engineer,Middle,9,1,Science,49,3.3,E-Book,3,117
Ekbal Sangha,18,Female,India,Uttar Pradesh,Kanpur,Software Developer,Middle,5,3,English,17,0.9,Video Lesson,2,110
Jeet Dara,15,Other,India,Rajasthan,Udaipur,Software Developer,Middle,5,2,Mathematics,10,2.0,Interactive Quiz,3,88
Gayathri Madan,18,Female,India,Maharashtra,Nagpur,Software Developer,Middle,3,5,Computer Science,10,2.9,Textbook,3,111
Anthony Varghese,11,Male,India,Gujarat,Vadodara,Farmer,Low,8,2,History,49,3.7,Video Lesson,1,136
Harish Ram,10,Other,India,Uttar Pradesh,Lucknow,Engineer,High,6,4,History,85,4.3,Textbook,2,98
Wyatt Nanda,12,Male,India,Gujarat,Surat,Engineer,Low,8,1,Mathematics,58,4.9,E-Book,3,80
Frederick Gokhale,12,Male,India,Uttar Pradesh,Lucknow,Software Developer,High,1,5,English,93,2.9,Interactive Quiz,1,123
Frederick Khosla,17,Other,India,Maharashtra,Nagpur,Software Developer,Low,10,5,Computer Science,81,3.7,Interactive Quiz,3,138
Xiti Ram,10,Female,India,Karnataka,Bangalore,Teacher,Middle,5,5,English,44,3.5,Textbook,3,134
Dakshesh Dube,18,Female,India,Gujarat,Ahmedabad,Engineer,Middle,2,1,English,1,4.6,E-Book,2,120
Varenya Khalsa,16,Other,India,Karnataka,Hubli,Engineer,High,1,5,Computer Science,8,2.1,E-Book,3,122
Bishakha Vyas,14,Male,India,Karnataka,Bangalore,Software Developer,Low,10,2,History,70,3.0,E-Book,1,134
Ati Batta,18,Male,India,Gujarat,Ahmedabad,Farmer,High,2,2,English,49,4.7,E-Book,3,123
Chasmum Shankar,15,Male,India,Uttar Pradesh,Lucknow,Software Developer,Low,4,1,Science,9,4.8,Video Lesson,1,88
Teerth Mallick,16,Male,India,West Bengal,Siliguri,Government Employee,Middle,6,2,Computer Science,94,4.6,Video Lesson,2,113
Bakhshi Sachdev,17,Other,India,West Bengal,Siliguri,Engineer,Low,9,3,Computer Science,80,4.6,E-Book,2,110
Wriddhish Dhingra,12,Male,India,Karnataka,Mysore,Teacher,Middle,10,2,Science,14,2.5,E-Book,3,104
Yahvi Cheema,10,Other,India,Gujarat,Vadodara,Teacher,Middle,4,4,Computer Science,47,3.1,Interactive Quiz,2,121
Megha Kaur,17,Male,India,Maharashtra,Mumbai,Doctor,Middle,11,1,English,82,0.8,Interactive Quiz,2,124
Meera Shere,13,Female,India,Gujarat,Ahmedabad,Teacher,High,2,4,English,71,4.7,Interactive Quiz,3,91
Aishani Bhagat,17,Male,India,Karnataka,Bangalore,Doctor,Low,10,4,Computer Science,81,4.1,Video Lesson,3,137
Sanya Sarraf,11,Female,India,Tamil Nadu,Chennai,Business Owner,Middle,4,1,Computer Science,49,4.3,Video Lesson,2,103
Pallavi Loke,12,Other,India,Uttar Pradesh,Kanpur,Software Developer,Middle,7,2,Computer Science,77,3.9,Interactive Quiz,2,113
Dayamai Randhawa,13,Female,India,Tamil Nadu,Coimbatore,Engineer,Middle,10,2,Science,9,0.8,E-Book,1,80
Raagini Prabhakar,15,Other,India,Maharashtra,Pune,Engineer,Middle,1,5,History,85,2.6,Interactive Quiz,2,101
Jagvi Doshi,17,Female,India,West Bengal,Asansol,Business Owner,High,3,1,Computer Science,80,3.5,E-Book,1,125
Bhavya Dey,18,Other,India,Tamil Nadu,Chennai,Farmer,High,7,5,Mathematics,9,3.6,Textbook,3,89
Champak Andra,12,Male,India,Karnataka,Mysore,Business Owner,Middle,7,3,History,2,1.8,Video Lesson,1,95
Oeshi Karnik,12,Other,India,Karnataka,Mysore,Doctor,High,5,2,Mathematics,17,0.5,Textbook,2,110
Warda Rajan,18,Male,India,Karnataka,Mysore,Software Developer,Low,4,4,Mathematics,65,2.0,Video Lesson,3,122
Oni Kumar,18,Female,India,West Bengal,Siliguri,Business Owner,Low,1,5,Science,84,3.2,E-Book,2,85
Ira Suresh,15,Female,India,Tamil Nadu,Coimbatore,Teacher,Low,12,1,English,31,4.7,E-Book,3,139
Keya Mani,17,Female,India,Maharashtra,Nagpur,Software Developer,Middle,12,2,Mathematics,39,3.4,E-Book,2,106
Vidhi Ratta,15,Male,India,Uttar Pradesh,Varanasi,Teacher,Middle,8,2,Computer Science,64,2.4,Textbook,2,128
Anya Chandra,10,Male,India,Karnataka,Mysore,Farmer,Middle,9,4,Computer Science,71,1.0,E-Book,3,94
Ijaya Goda,15,Female,India,Tamil Nadu,Chennai,Government Employee,High,5,3,Science,59,2.1,E-Book,3,117
Amruta Goswami,10,Female,India,Gujarat,Vadodara,Engineer,Middle,8,5,Mathematics,10,1.4,Textbook,1,81
Tripti Mahajan,10,Male,India,Rajasthan,Udaipur,Engineer,Low,2,1,Science,36,1.4,E-Book,1,113
Nakul Pandey,18,Other,India,Karnataka,Bangalore,Software Developer,Middle,6,1,Science,55,1.9,Video Lesson,1,97
Hamsini Saha,15,Female,India,Maharashtra,Mumbai,Doctor,Low,11,2,Computer Science,13,1.6,E-Book,1,88
Warjas Divan,12,Female,India,West Bengal,Asansol,Doctor,Middle,7,3,Mathematics,10,2.8,Interactive Quiz,3,97
Indira Mand,13,Female,India,West Bengal,Asansol,Teacher,Middle,10,4,Science,69,1.4,Textbook,1,90
Yashoda Sant,18,Other,India,Tamil Nadu,Coimbatore,Business Owner,High,9,3,Mathematics,32,2.9,Video Lesson,2,139
Janaki Wali,10,Female,India,Maharashtra,Pune,Business Owner,High,12,4,Computer Science,43,1.9,Interactive Quiz,2,131
Aachal Anand,17,Male,India,Tamil Nadu,Coimbatore,Engineer,Low,2,5,English,35,2.1,Textbook,2,98
Farhan Madan,13,Male,India,Uttar Pradesh,Varanasi,Government Employee,High,6,2,Mathematics,69,2.7,Interactive Quiz,1,123
Baghyawati Palla,18,Female,India,Rajasthan,Udaipur,Farmer,Low,11,3,English,24,3.7,Video Lesson,2,81
Matthew Pathak,16,Other,India,Karnataka,Mysore,Engineer,High,12,3,English,6,1.6,E-Book,3,112
Yochana Bose,10,Female,India,Gujarat,Surat,Government Employee,Low,11,3,Mathematics,41,2.2,E-Book,1,103
Jagdish Bhagat,10,Male,India,Uttar Pradesh,Kanpur,Software Developer,Low,9,5,English,79,1.2,E-Book,1,99
Isaiah Dhingra,14,Male,India,Tamil Nadu,Madurai,Government Employee,Low,5,3,English,75,4.6,Video Lesson,3,101
Ayush Dhar,13,Other,India,Rajasthan,Jaipur,Government Employee,Low,7,4,English,14,0.5,Textbook,1,99
Baljiwan Sarna,11,Other,India,Maharashtra,Mumbai,Teacher,High,2,5,History,19,3.0,Textbook,3,137
Guneet Divan,13,Male,India,Rajasthan,Jaipur,Farmer,High,6,2,History,13,3.8,Interactive Quiz,1,95
Krishna Basak,15,Male,India,Karnataka,Bangalore,Software Developer,High,6,4,Mathematics,59,0.8,Video Lesson,1,83
Bina Das,16,Female,India,Uttar Pradesh,Kanpur,Doctor,High,12,4,Science,23,3.5,Video Lesson,2,126
Chandresh Bala,10,Other,India,Rajasthan,Jaipur,Government Employee,High,2,5,Mathematics,90,1.8,Interactive Quiz,1,109
Daksh Agarwal,15,Other,India,Uttar Pradesh,Varanasi,Farmer,Middle,10,5,History,99,2.9,E-Book,1,111
Gaurav Bains,14,Female,India,West Bengal,Asansol,Business Owner,Low,9,1,Computer Science,2,2.0,E-Book,3,130
Rehaan Rau,12,Other,India,Maharashtra,Pune,Business Owner,High,7,4,History,68,3.5,Textbook,3,137
Eta Kunda,13,Female,India,Rajasthan,Udaipur,Farmer,Middle,7,2,Science,100,3.3,Textbook,2,105
Daksh Sabharwal,16,Other,India,Rajasthan,Jaipur,Farmer,Low,7,5,Science,40,1.4,Interactive Quiz,1,125
Saksham Pal,10,Other,India,Rajasthan,Jaipur,Teacher,Middle,11,2,English,67,0.5,E-Book,3,99
Dipta Jani,11,Other,India,Maharashtra,Nagpur,Doctor,High,12,3,Science,82,4.0,Video Lesson,1,100
Caleb Mohan,13,Male,India,Uttar Pradesh,Lucknow,Government Employee,Low,1,5,English,63,3.0,Interactive Quiz,1,129
Samesh Taneja,17,Male,India,Karnataka,Bangalore,Doctor,Low,11,4,Science,18,2.8,E-Book,3,140
Dev Sahota,16,Male,India,Uttar Pradesh,Kanpur,Farmer,Low,2,1,Science,38,3.2,Textbook,1,106
Max Sheth,11,Male,India,Gujarat,Surat,Government Employee,Low,9,5,English,88,1.6,Video Lesson,1,97
Warhi Sarma,15,Other,India,West Bengal,Siliguri,Government Employee,High,4,2,English,87,4.4,Textbook,2,129
Ikshita Sheth,14,Other,India,West Bengal,Kolkata,Teacher,High,11,4,Computer Science,32,2.5,E-Book,3,123
Chanchal Bir,15,Other,India,Maharashtra,Pune,Government Employee,Low,8,1,Computer Science,44,1.0,Textbook,2,90
Turvi Savant,16,Female,India,Gujarat,Surat,Business Owner,Middle,8,4,English,36,1.2,Interactive Quiz,3,115
Edhitha Mittal,15,Other,India,Gujarat,Ahmedabad,Doctor,High,1,3,Science,69,3.1,Video Lesson,3,99
Rajeshri Sem,14,Female,India,West Bengal,Asansol,Software Developer,High,2,1,English,33,1.0,E-Book,1,126
Tejas Sarna,11,Male,India,Uttar Pradesh,Lucknow,Government Employee,Middle,12,5,History,34,2.7,E-Book,1,98
Faraj Toor,16,Female,India,Tamil Nadu,Chennai,Engineer,High,10,2,Mathematics,82,1.4,Interactive Quiz,3,133
Yashawini Chad,17,Male,India,Rajasthan,Udaipur,Software Developer,Low,9,4,History,95,3.3,E-Book,1,87
Zehaan Buch,18,Female,India,Gujarat,Vadodara,Software Developer,Middle,5,2,Mathematics,74,2.9,Video Lesson,1,131
Idika Hayer,14,Other,India,Gujarat,Vadodara,Business Owner,High,9,4,Science,41,3.0,Video Lesson,1,117
Kala Amble,16,Male,India,West Bengal,Kolkata,Farmer,High,5,1,Mathematics,71,3.6,Interactive Quiz,3,140
Jagdish Rastogi,14,Other,India,West Bengal,Kolkata,Farmer,Low,6,2,Science,53,0.7,Interactive Quiz,2,120
Prisha Ray,18,Other,India,Gujarat,Vadodara,Farmer,High,8,2,Mathematics,77,4.9,Video Lesson,2,95
Banjeet Das,14,Male,India,Karnataka,Mysore,Business Owner,Middle,12,1,English,3,4.7,Video Lesson,2,100
Diya Parekh,13,Other,India,West Bengal,Siliguri,Engineer,Low,6,2,Computer Science,51,2.7,Textbook,3,92
Unni Pall,17,Other,India,Maharashtra,Mumbai,Government Employee,Middle,3,2,Science,57,1.1,Interactive Quiz,2,108
Oliver Varma,10,Male,India,Uttar Pradesh,Varanasi,Teacher,Low,10,4,Mathematics,22,2.4,E-Book,2,91
